1	2	8.16	12.01
1	3	6.6	17.75
1	4	16.77	21.94
1	5	14.05	20.53
1	6	7.71	19.17
1	7	14.07	21.07
1	8	16.31	28.83
1	9	22.38	33.42
1	10	23.75	41.68
1	11	27.01	44.82
1	12	25.01	33.86
1	13	27.72	30.75
1	14	32.7	46.94
1	15	40.05	59.3
1	16	30.16	51.26
1	17	40.91	71.01
1	18	34.78	56.18
1	19	28.17	42.52
1	20	21.81	42.88
1	21	3.39	23.41
1	22	9.17	21.44
1	23	14.14	27.64
1	24	13.01	33.72
1	25	19.28	35.6
1	26	15.34	43.49
1	27	20.01	46.14
1	28	36.05	66.56
1	29	27.78	55.68
1	30	22.32	39.38
1	31	25.58	40.44
1	32	33.47	53.98
1	33	41.08	85.92
1	34	22.69	37.69
1	35	16.33	41.41
1	36	18.93	39.23
1	37	13.5	26.77
1	38	27.56	53.99
1	39	7.98	21.71
1	40	12.51	31.36
1	41	14.82	40.39
1	42	14.15	31.93
1	43	16.42	34.89
1	44	19.73	35.28
1	45	23.82	39.37
1	46	22.81	45.18
1	47	28.0	54.05
1	48	26.08	43.57
1	49	30.89	63.3
1	50	32.97	82.19
1	51	27.01	43.77
1	52	34.29	62.74
1	53	29.98	65.49
1	54	31.07	62.75
1	55	26.77	52.21
1	56	24.06	38.57
1	57	21.95	50.4
1	58	21.1	29.73
1	59	15.06	28.66
1	60	21.53	43.04
1	61	21.48	37.73
1	62	24.17	35.62
1	63	33.0	45.08
1	64	24.66	35.41
2	3	8.76	16.09
2	4	10.17	23.85
2	5	7.46	13.44
2	6	8.8	14.2
2	7	10.1	18.62
2	8	10.26	24.83
2	9	13.67	26.66
2	10	17.53	45.71
2	11	20.99	42.65
2	12	16.59	28.31
2	13	21.12	38.66
2	14	26.11	47.84
2	15	33.46	58.21
2	16	23.57	45.17
2	17	34.32	68.92
2	18	26.47	48.24
2	19	22.53	35.83
2	20	16.7	37.97
2	21	10.56	11.36
2	22	14.25	24.12
2	23	19.61	30.38
2	24	20.26	32.23
2	25	25.68	48.62
2	26	23.05	47.07
2	27	27.72	37.72
2	28	43.21	65.51
2	29	23.03	52.27
2	30	17.57	35.97
2	31	21.91	37.68
2	32	29.8	51.21
2	33	40.24	75.29
2	34	20.84	34.16
2	35	12.66	38.64
2	36	19.29	38.11
2	37	13.86	24.64
2	38	23.89	49.22
2	39	14.79	20.56
2	40	17.44	31.16
2	41	21.75	39.97
2	42	17.5	30.06
2	43	23.6	34.68
2	44	20.79	34.36
2	45	25.74	39.18
2	46	26.49	45.49
2	47	27.97	53.01
2	48	28.87	44.21
2	49	32.22	63.13
2	50	35.76	80.83
2	51	29.78	41.41
2	52	37.06	66.38
2	53	32.75	64.13
2	54	38.79	63.34
2	55	33.94	50.15
2	56	24.98	42.33
2	57	25.07	53.89
2	58	24.22	33.22
2	59	16.55	28.64
2	60	22.45	45.8
2	61	24.59	37.21
2	62	27.53	41.43
2	63	26.41	48.99
2	64	27.78	37.89
3	4	17.4	29.82
3	5	14.51	26.53
3	6	10.66	21.55
