Origin	Destination	Trip Duration
40	63	48.58
40	64	41.26
41	42	19.75
41	43	15.11
41	44	26.88
41	45	21.76
41	46	30.21
41	47	41.59
41	48	32.61
41	49	42.19
41	50	65.55
41	51	36.69
41	52	53.04
41	53	58.66
41	54	71.45
41	55	54.45
41	56	58.31
41	57	53.57
41	58	36.9
41	59	29.36
41	60	48.57
41	61	45.16
41	62	39.73
41	63	55.59
41	64	48.26
42	43	11.76
42	44	16.35
42	45	13.03
42	46	21.47
42	47	32.86
42	48	25.03
42	49	33.45
42	50	57.96
42	51	34.6
42	52	45.87
42	53	51.49
42	54	64.28
42	55	56.7
42	56	56.84
42	57	52.09
42	58	35.42
42	59	27.88
42	60	46.12
42	61	43.68
42	62	37.28
42	63	49.6
42	64	42.28
43	44	18.69
43	45	11.66
43	46	20.1
43	47	31.48
43	48	22.51
43	49	32.08
43	50	55.44
43	51	31.66
43	52	42.94
43	53	48.55
43	54	61.35
43	55	58.07
43	56	60.94
43	57	56.2
43	58	39.53
43	59	31.99
43	60	50.23
43	61	47.79
43	62	41.39
43	63	53.71
43	64	46.38
44	45	17.46
44	46	20.9
44	47	32.29
44	48	25.57
44	49	32.88
44	50	61.15
44	51	41.53
44	52	52.8
44	53	58.42
44	54	71.21
44	55	63.2
44	56	61.92
44	57	57.18
44	58	40.51
44	59	32.97
44	60	51.2
44	61	48.77
44	62	42.36
44	63	53.62
44	64	46.3
45	46	16.85
45	47	28.24
45	48	17.0
45	49	28.83
45	50	49.93
45	51	32.34
45	52	43.61
45	53	49.23
45	54	62.02
45	55	62.06
45	56	63.04
45	57	58.3
45	58	41.63
45	59	34.09
45	60	52.33
45	61	49.89
45	62	43.49
45	63	55.81
45	64	48.48
46	47	27.52
46	48	24.5
46	49	28.11
46	50	57.73
46	51	42.93
46	52	54.21
46	53	59.82
46	54	72.62
46	55	70.5
46	56	71.48
46	57	66.74
46	58	50.07
46	59	42.53
46	60	60.77
46	61	58.33
46	62	51.93
46	63	63.59
46	64	56.26
47	48	27.01
47	49	23.48
47	50	53.93
47	51	54.32
47	52	65.11
47	53	70.72
47	54	83.52
47	55	81.89
47	56	82.87
47	57	78.13
47	58	61.46
47	59	53.92
47	60	72.15
47	61	69.72
47	62	63.32
47	63	74.17
47	64	66.84
48	49	24.19
48	50	48.3
48	51	39.12
48	52	49.26
48	53	54.88
48	54	67.67
48	55	74.06
48	56	75.03
48	57	70.29
48	58	53.62
48	59	46.08
48	60	64.32
48	61	61.88
48	62	55.48
48	63	67.8
48	64	60.47
49	50	100.74
49	51	77.38
49	52	88.65
49	53	94.27
49	54	107.06
49	55	81.95
49	56	68.59
49	57	63.84
49	58	46.12
49	59	37.75
49	60	37.98
49	61	46.06
49	62	25.46
49	63	25.46
49	64	26.42
50	51	61.27
50	52	56.15
50	53	42.05
50	54	80.24
50	55	94.06
50	56	107.97
50	57	103.23
50	58	86.56
50	59	79.02
50	60	97.26
50	61	94.82
50	62	88.42
50	63	100.74
50	64	93.41
51	52	47.94
51	53	53.56
51	54	66.35
51	55	79.66
51	56	83.51
51	57	78.77
51	58	62.1
51	59	54.56
51	60	73.77
51	61	70.36
51	62	64.93
51	63	77.38
51	64	70.05
52	53	25.61
52	54	32.46
52	55	59.88
52	56	95.88
52	57	91.14
52	58	74.47
52	59	66.93
52	60	85.17
52	61	82.73
52	62	76.33
52	63	88.65
52	64	81.32
53	54	50.54
53	55	71.41
53	56	101.5
53	57	96.76
53	58	80.09
53	59	72.55
53	60	90.79
53	61	88.35
53	62	81.95
53	63	94.27
53	64	86.94
54	55	61.97
54	56	110.43
54	57	105.69
54	58	89.02
54	59	81.48
54	60	100.69
54	61	97.28
54	62	91.85
54	63	107.06
54	64	99.73
55	56	84.67
55	57	79.93
55	58	63.26
55	59	55.72
55	60	74.93
55	61	71.52
55	62	66.09
55	63	81.95
55	64	74.63
56	57	31.57
56	58	31.57
56	59	41.73
56	60	57.64
56	61	54.23
56	62	48.8
56	63	68.59
56	64	67.25
57	58	28.08
57	59	36.99
57	60	52.9
57	61	48.19
57	62	44.06
57	63	63.84
57	64	62.51
58	59	20.32
58	60	35.17
58	61	30.1
58	62	26.34
58	63	46.12
58	64	44.79
59	60	26.8
59	61	26.96
59	62	17.96
59	63	37.75
59	64	36.41
60	61	35.11
60	62	25.46
60	63	37.98
60	64	34.66
61	62	26.27
61	63	46.06
61	64	44.72
62	63	25.46
62	64	24.12
63	64	26.42
