1	1	663.9
1	4	265.0
1	6	265.0
1	59	302.4
4	1	283.1
4	2	1136.5
4	4	268.7
4	12	357.7
4	13	261.7
5	1	803.0
5	6	265.0
5	7	311.1
5	37	545.6
5	124	389.1
6	21	663.9
7	1	1300.9
7	2	654.1
8	1	265.0
8	2	389.1
8	8	844.2
8	41	427.9
8	49	272.8
11	2	451.7
12	1	1951.4
12	12	431.8
12	17	431.8
13	2	431.8
13	3	421.4
13	5	929.0
13	8	883.5
13	11	451.7
14	1	451.7
14	13	424.3
14	15	395.2
15	17	424.3
15	145	424.3
17	4	1235.5
17	18	431.8
17	31	675.7
17	40	2121.6
18	12	424.3
18	17	293.5
19	1	1817.1
19	13	837.4
19	19	848.6
21	1	265.0
21	59	302.4
22	1	829.7
22	22	359.1
23	1	388.2
23	23	388.2
23	31	291.2
24	1	388.2
24	4	1316.1
24	6	1632.7
24	11	388.2
24	26	342.9
25	13	422.4
25	55	1006.5
26	1	388.2
26	39	801.7
27	1	3418.5
27	7	731.0
29	4	2427.8
29	30	520.0
29	31	348.2
30	1	448.5
31	2	797.2
31	24	406.1
31	31	428.5
34	1	676.8
34	24	194.5
34	31	978.2
34	40	415.1
37	1	450.8
37	7	450.8
38	1	448.5
38	47	897.0
38	65	520.0
39	1	2626.0
39	2	1600.0
39	3	1272.0
39	41	430.6
39	59	437.9
39	313	667.7
41	1	1250.8
41	41	1073.9
42	1	1709.2
42	41	1358.0
43	1	2168.8
43	2	909.2
43	262	667.7
44	1	458.4
44	2	450.8
44	3	458.4
44	4	2509.2
44	6	458.4
44	8	458.4
44	12	801.2
44	40	679.0
44	48	415.1
45	35	626.4
45	39	522.6
45	44	667.7
47	24	408.2
47	29	437.9
48	37	454.2
49	1	800.0
55	1	96.6
55	12	201.7
55	21	106.7
55	23	56.7
55	24	510.1
58	1	659.3
58	58	351.9
58	59	571.1
58	60	253.6
59	59	253.6
60	62	232.3
61	58	505.4
61	59	351.9
61	61	290.8
62	1	655.8
62	12	3124.1
62	42	317.5
62	59	1186.8
62	61	863.0
62	62	253.6
62	63	232.3
62	64	317.5
63	64	571.1
