Origin	Destination	Trip Duration
41	42	42.47
41	43	44.81
41	44	53.23
41	45	41.17
41	46	48.19
41	47	68.79
41	48	50.79
41	49	69.31
41	50	85.41
41	51	58.0
41	52	73.96
41	53	74.72
41	54	74.92
41	55	88.63
41	56	78.3
41	57	80.13
41	58	76.46
41	59	69.39
41	60	77.77
41	61	81.46
41	62	75.35
41	63	81.63
41	64	75.14
42	43	23.11
42	44	19.61
42	45	30.72
42	46	27.51
42	47	37.11
42	48	40.34
42	49	40.64
42	50	59.97
42	51	28.55
42	52	50.52
42	53	49.27
42	54	71.48
42	55	69.41
42	56	65.26
42	57	60.09
42	58	57.42
42	59	46.35
42	60	71.73
42	61	61.42
42	62	62.31
42	63	80.57
42	64	67.1
43	44	47.45
43	45	20.11
43	46	29.41
43	47	67.01
43	48	20.73
43	49	40.54
43	50	52.35
43	51	22.93
43	52	43.9
43	53	43.65
43	54	84.86
43	55	71.53
43	56	65.98
43	57	62.81
43	58	58.14
43	59	63.06
43	60	72.45
43	61	64.13
43	62	63.03
43	63	75.35
43	64	67.82
44	45	37.73
44	46	21.65
44	47	31.5
44	48	46.97
44	49	35.77
44	50	28.49
44	51	35.92
44	52	62.89
44	53	56.64
44	54	85.84
44	55	71.52
44	56	66.61
44	57	79.44
44	58	58.77
44	59	63.7
44	60	74.13
44	61	64.77
44	62	64.44
44	63	74.0
44	64	67.45
45	46	17.4
45	47	40.99
45	48	12.56
45	49	31.52
45	50	43.97
45	51	24.56
45	52	41.52
45	53	41.28
45	54	56.48
45	55	78.15
45	56	66.71
45	57	66.54
45	58	63.87
45	59	53.8
45	60	76.57
45	61	72.87
45	62	66.88
45	63	85.44
45	64	79.55
46	47	20.59
46	48	21.31
46	49	25.12
46	50	46.84
46	51	45.09
46	52	58.05
46	53	58.81
46	54	86.01
46	55	80.68
46	56	79.45
46	57	70.17
46	58	67.5
46	59	57.42
46	60	77.93
46	61	21.5
46	62	76.25
46	63	86.8
46	64	76.18
47	48	38.47
47	49	22.77
47	50	44.07
47	51	64.04
47	52	66.01
47	53	67.76
47	54	93.97
47	55	94.64
47	56	88.24
47	57	82.96
47	58	79.29
47	59	69.21
47	60	86.72
47	61	85.28
47	62	85.03
47	63	85.59
47	64	78.97
48	49	27.16
48	50	28.53
48	51	29.94
48	52	47.9
48	53	49.66
48	54	69.86
48	55	73.53
48	56	78.48
48	57	76.42
48	58	64.75
48	59	57.67
48	60	77.96
48	61	78.74
48	62	75.28
48	63	83.84
48	64	80.43
49	50	24.26
49	51	58.12
49	52	74.29
49	53	74.04
49	54	104.25
49	55	92.92
49	56	95.37
49	57	97.09
49	58	93.42
49	59	82.35
49	60	94.85
49	61	98.42
49	62	92.17
49	63	100.73
49	64	92.1
50	51	69.96
50	52	88.79
50	53	82.55
50	54	97.75
50	55	111.43
50	56	114.04
50	57	106.81
50	58	103.13
50	59	103.38
50	60	112.52
50	61	109.13
50	62	110.83
50	63	112.39
50	64	104.81
51	52	25.86
51	53	27.61
51	54	45.82
51	55	89.49
51	56	81.23
51	57	83.06
51	58	79.39
51	59	73.31
51	60	80.7
51	61	85.38
51	62	79.28
51	63	82.73
51	64	75.06
52	53	18.04
52	54	29.66
52	55	71.6
52	56	95.58
52	57	96.09
52	58	87.73
52	59	81.66
52	60	100.05
52	61	98.73
52	62	92.62
52	63	108.08
52	64	112.1
53	54	70.94
53	55	103.61
53	56	102.62
53	57	103.44
53	58	99.77
53	59	93.7
53	60	107.09
53	61	105.77
53	62	97.66
53	63	109.12
53	64	113.45
54	55	51.28
54	56	73.61
54	57	75.44
54	58	65.77
54	59	60.69
54	60	99.08
54	61	77.76
54	62	70.66
54	63	89.34
54	64	92.45
55	56	68.89
55	57	70.72
55	58	67.04
55	59	59.97
55	60	76.36
55	61	73.04
55	62	65.93
55	63	82.99
55	64	87.72
56	57	18.0
56	58	35.56
56	59	19.45
56	60	22.28
56	61	21.95
56	62	4.2
56	63	24.15
56	64	26.59
57	58	32.39
57	59	21.7
57	60	33.68
57	61	15.23
57	62	18.91
57	63	36.88
57	64	34.79
58	59	13.03
58	60	37.77
58	61	18.84
58	62	27.77
58	63	50.68
58	64	45.03
59	60	19.25
59	61	24.69
59	62	14.88
59	63	33.78
59	64	40.7
60	61	33.25
60	62	21.25
60	63	38.05
60	64	42.68
61	62	22.17
61	63	37.09
61	64	38.84
62	63	20.95
62	64	24.41
63	64	21.73
