3	29	29.12	37.13
3	30	23.66	27.57
3	31	27.84	32.07
3	32	35.73	43.65
3	33	43.34	59.55
3	34	24.95	33.43
3	35	18.60	30.51
3	36	21.18	28.81
3	37	15.75	19.70
3	38	29.83	33.69
3	39	10.43	18.90
3	40	14.96	18.25
3	41	17.27	22.53
3	42	16.60	19.27
3	43	18.87	23.37
3	44	22.18	24.36
3	45	26.27	25.47
3	46	25.26	33.91
3	47	30.25	45.30
3	48	28.53	37.47
3	49	34.20	45.89
3	50	35.42	70.41
3	51	29.46	47.04
3	52	36.74	58.32
3	53	32.43	63.93
3	54	34.17	75.65
3	55	27.13	49.90
3	56	20.92	45.83
3	57	18.81	41.09
3	58	17.96	24.42
3	59	11.92	16.88
3	60	18.39	36.09
3	61	18.34	32.68
3	62	21.03	27.25
3	63	29.57	42.19
3	64	21.52	34.86
4	5	3.05	24.59
4	6	14.67	22.66
4	7	8.83	21.68
4	8	6.54	20.01
4	9	7.43	16.49
4	10	10.35	18.99
4	11	13.83	29.30
4	12	11.47	21.20
4	13	14.68	25.64
4	14	18.93	29.84
4	15	26.28	53.56
4	16	17.12	5.00
4	17	27.87	5.00
4	18	21.67	43.77
4	19	16.08	26.59
4	20	12.31	23.46
4	21	17.06	22.48
4	22	19.57	22.47
4	23	24.05	29.31
4	24	23.71	29.39
4	25	29.99	37.40
4	26	26.05	45.58
4	27	30.71	41.41
4	28	48.23	74.62
4	29	17.91	31.91
4	30	12.45	22.34
4	31	18.31	29.00
4	32	27.82	41.54
4	33	41.49	57.44
4	34	22.09	36.75
4	35	13.91	37.43
4	36	21.82	34.87
4	37	15.78	28.92
4	38	25.14	33.74
4	39	20.91	28.14
4	40	23.56	27.49
4	41	26.93	34.60
4	42	22.94	28.50
4	43	27.50	32.61
4	44	23.04	33.58
4	45	29.65	34.71
4	46	27.74	43.15
4	47	29.23	54.54
4	48	31.56	46.70
4	49	33.47	55.13
4	50	41.37	79.64
4	51	33.69	56.28
4	52	40.97	67.55
4	53	36.66	73.17
4	54	41.78	85.96
4	55	38.95	62.13
4	56	21.34	55.83
4	57	28.45	51.09
4	58	27.59	34.42
4	59	19.60	26.88
4	60	18.88	40.95
4	61	27.49	42.68
4	62	20.26	34.73
4	63	19.13	39.20
4	64	31.16	31.88
5	6	15.13	23.51
5	7	9.29	18.29
5	8	7.00	18.87
5	9	8.24	18.60
5	10	11.07	24.83
5	11	14.53	35.13
5	12	11.96	25.13
5	13	14.67	29.57
5	14	19.65	35.68
5	15	27.00	59.39
5	16	17.11	36.57
5	17	27.86	58.59
5	18	21.66	47.70
5	19	16.07	30.36
5	20	12.77	26.74
5	21	17.34	24.04
5	22	19.85	27.90
5	23	24.33	34.74
5	24	24.17	31.06
5	25	30.27	42.41
5	26	26.50	47.19
5	27	31.17	43.02
5	28	48.68	76.49
5	29	18.37	34.36
5	30	12.90	24.97
5	31	18.77	29.40
5	32	28.28	41.94
5	33	41.95	57.85
5	34	22.55	37.16
5	35	14.37	34.12
5	36	22.27	35.28
5	37	16.24	29.72
5	38	25.60	34.15
5	39	21.19	28.95
5	40	23.84	28.29
5	41	27.39	35.40
5	42	23.39	29.31
5	43	27.96	33.41
5	44	23.50	32.64
5	45	30.11	35.51
5	46	28.20	43.15
5	47	29.69	54.54
5	48	32.02	47.50
5	49	33.93	55.13
5	50	41.83	80.44
5	51	34.14	57.08
5	52	41.43	68.35
5	53	37.11	73.97
5	54	42.23	86.76
5	55	39.41	64.00
5	56	22.16	62.27
5	57	28.73	57.52
5	58	27.88	40.85
5	59	19.89	33.32
5	60	19.69	46.83
5	61	28.31	49.12
5	62	21.07	41.17
5	63	19.95	45.08
5	64	31.44	37.75
6	7	8.63	13.72
6	8	11.54	22.31
6	9	14.95	20.01
6	10	21.88	24.87
6	11	25.33	35.18
6	12	17.87	25.17
6	13	25.47	29.61
6	14	30.46	35.72
6	15	37.80	59.44
6	16	27.91	36.61
6	17	38.66	58.63
6	18	28.13	47.74
6	19	23.96	30.56
6	20	18.72	27.12
6	21	9.30	12.30
6	22	13.92	16.19
6	23	19.12	23.03
6	24	14.64	19.32
6	25	22.41	30.68
6	26	16.97	5.00
6	27	21.64	31.29
6	28	39.17	64.76
6	29	24.31	35.56
6	30	18.85	26.00
6	31	19.81	28.60
6	32	27.72	40.18
6	33	35.59	56.08
6	34	17.20	29.96
6	35	10.56	28.24
6	36	13.44	25.33
6	37	8.00	16.22
6	38	21.81	30.22
6	39	8.94	15.43
6	40	11.59	14.78
6	41	15.89	21.89
6	42	11.64	15.80
6	43	17.74	19.90
6	44	14.93	20.88
6	45	19.89	22.00
6	46	19.55	30.44
6	47	22.51	41.83
6	48	23.02	34.00
6	49	26.45	42.42
6	50	29.90	66.93
6	51	23.92	43.57
6	52	31.21	54.84
6	53	26.89	60.46
6	54	32.70	73.25
6	55	29.89	75.35
6	56	28.35	50.99
6	57	26.24	46.25
6	58	25.39	29.58
6	59	19.35	22.04
6	60	25.82	40.28
6	61	25.77	37.84
6	62	28.46	31.44
6	63	30.80	43.76
6	64	28.95	36.43
7	8	7.24	13.83
7	9	10.65	15.69
7	10	17.64	21.92
7	11	21.10	32.22
7	12	13.57	22.22
7	13	20.93	26.66
7	14	26.22	32.77
7	15	33.57	56.48
7	16	23.35	33.66
7	17	34.10	55.68
7	18	23.83	44.79
7	19	19.66	27.45
7	20	14.42	23.83
7	21	12.41	14.62
7	22	16.12	18.51
7	23	20.35	25.35
7	24	15.88	21.64
7	25	23.63	33.00
7	26	18.21	37.77
7	27	22.88	33.61
7	28	40.39	67.08
7	29	19.75	30.82
7	30	14.70	21.43
7	31	15.33	23.32
7	32	23.22	34.89
7	33	33.66	50.80
7	34	14.26	24.68
7	35	6.08	21.07
7	36	13.98	22.60
7	37	7.94	17.41
7	38	17.31	24.93
7	39	14.18	18.30
7	40	17.37	17.64
7	41	19.09	24.76
7	42	15.10	18.66
7	43	19.67	22.47
7	44	15.21	19.60
7	45	21.81	23.74
7	46	19.91	30.10
7	47	21.39	41.49
7	48	23.73	34.77
7	49	25.63	42.09
7	50	33.53	68.67
7	51	25.85	45.31
7	52	33.13	56.58
7	53	28.82	62.20
7	54	33.94	74.99
7	55	31.12	54.59
7	56	28.71	53.10
7	57	29.87	48.36
7	58	29.02	31.69
7	59	22.98	24.15
7	60	26.24	40.88
7	61	29.40	39.95
7	62	27.63	32.04
7	63	26.50	42.17
7	64	32.58	34.84
8	9	6.55	14.02
8	10	13.44	20.24
8	11	16.90	30.55
8	12	9.69	20.54
8	13	17.04	24.98
8	14	22.02	31.09
8	15	29.37	54.81
8	16	19.48	31.99
8	17	30.23	54.01
8	18	19.81	43.12
8	19	16.41	25.78
8	20	10.04	22.16
8	21	18.21	23.22
8	22	21.45	27.02
8	23	25.68	33.85
8	24	21.21	30.24
8	25	28.96	41.59
8	26	23.54	46.37
8	27	28.21	42.20
8	28	45.73	75.67
8	29	16.13	26.58
8	30	10.67	17.18
8	31	16.53	21.61
8	32	26.05	34.15
8	33	39.01	50.06
8	34	19.61	29.37
8	35	11.43	29.66
8	36	19.33	27.49
8	37	13.29	26.01
8	38	22.66	26.36
8	39	19.52	26.89
8	40	22.70	26.23
8	41	24.43	33.35
8	42	20.45	27.25
8	43	25.02	29.92
8	44	20.56	27.04
8	45	27.16	31.18
8	46	25.26	37.01
8	47	26.74	47.59
8	48	29.08	42.22
8	49	30.98	48.18
8	50	38.88	76.12
8	51	31.20	52.75
8	52	38.48	64.03
8	53	34.17	69.64
8	54	39.28	82.44
8	55	36.45	63.18
8	56	24.53	60.38
8	57	33.59	55.63
8	58	33.29	38.97
8	59	27.01	31.43
8	60	22.06	42.24
8	61	30.68	47.23
8	62	23.44	38.16
8	63	22.32	40.50
8	64	36.29	33.17
9	10	10.16	15.25
9	11	13.62	25.56
9	12	7.65	15.19
9	13	13.57	19.63
9	14	18.74	26.10
9	15	26.09	49.82
9	16	16.00	26.63
9	17	26.75	48.65
9	18	19.15	37.76
9	19	13.74	19.80
9	20	8.50	16.18
9	21	20.30	20.54
9	22	24.92	23.50
9	23	30.09	30.33
9	24	24.21	27.56
9	25	31.96	38.43
9	26	26.54	43.69
9	27	31.21	5.00
9	28	48.72	72.99
9	29	14.09	24.62
9	30	8.63	15.06
9	31	14.49	23.00
9	32	24.01	35.55
9	33	38.49	51.45
9	34	20.61	30.76
9	35	14.41	31.51
9	36	22.15	28.88
9	37	16.27	26.22
9	38	22.98	27.75
9	39	22.52	25.45
9	40	25.70	24.79
9	41	27.43	31.91
9	42	23.43	43.69
9	43	28.00	29.91
9	44	23.76	28.43
9	45	30.54	32.01
9	46	26.48	38.40
9	47	27.96	48.98
9	48	30.30	43.61
9	49	32.20	49.57
9	50	40.10	76.95
9	51	34.18	53.58
9	52	41.47	64.86
9	53	37.15	70.47
9	54	42.27	83.27
9	55	39.45	60.50
9	56	21.25	56.86
9	57	33.83	52.12
9	58	30.01	35.45
9	59	23.73	27.91
9	60	18.78	37.25
9	61	27.40	43.71
9	62	20.16	33.17
9	63	19.04	35.50
9	64	35.40	28.18
10	11	9.75	23.72
10	12	12.97	18.40
10	13	12.87	20.30
10	14	14.86	24.39
10	15	22.20	48.10
10	16	17.92	27.30
10	17	28.67	49.32
10	18	22.47	38.43
10	19	15.61	22.07
10	20	13.78	20.76
10	21	25.70	25.40
10	22	22.80	25.40
10	23	27.29	32.24
10	24	29.90	32.38
10	25	33.22	40.33
10	26	34.27	48.55
10	27	38.93	44.38
10	28	53.06	77.55
10	29	19.38	29.20
10	30	13.92	19.63
10	31	19.78	27.94
10	32	29.29	40.47
10	33	43.77	56.38
10	34	25.90	35.70
10	35	22.13	37.74
10	36	27.44	33.82
10	37	24.00	31.09
10	38	28.27	32.68
10	39	29.63	30.32
10	40	32.61	29.65
10	41	36.48	36.77
10	42	32.20	30.67
10	43	35.93	34.78
10	44	29.04	33.37
10	45	35.83	36.87
10	46	31.76	43.34
10	47	33.25	53.92
10	48	35.58	48.55
10	49	37.49	54.51
10	50	45.39	81.81
10	51	42.13	58.44
10	52	49.41	69.72
10	53	45.10	75.33
10	54	50.00	88.13
10	55	43.79	65.06
10	56	24.69	58.76
10	57	31.69	54.02
10	58	30.83	37.35
10	59	22.84	29.71
10	60	22.23	34.70
10	61	31.21	44.77
10	62	23.61	30.62
10	63	22.49	32.95
10	64	34.39	25.63
11	12	11.50	24.78
11	13	8.89	26.61
11	14	10.86	30.36
11	15	18.21	54.08
11	16	16.67	33.68
11	17	27.42	55.70
11	18	21.22	44.81
11	19	13.84	28.45
11	20	16.80	31.06
11	21	28.88	35.71
11	22	25.98	34.47
11	23	30.47	41.31
11	24	33.08	41.45
11	25	36.40	49.40
11	26	37.28	58.52
11	27	41.95	54.35
11	28	56.24	86.63
11	29	22.39	39.50
11	30	16.93	29.94
11	31	22.79	38.25
11	32	32.31	50.78
11	33	46.79	66.68
11	34	28.91	46.01
11	35	25.15	48.05
11	36	30.45	44.13
11	37	27.01	41.39
11	38	31.28	42.98
11	39	32.81	40.62
11	40	35.77	39.96
11	41	38.16	47.07
11	42	35.22	40.98
11	43	38.95	45.08
11	44	32.06	43.68
11	45	38.84	47.18
11	46	34.78	53.64
11	47	36.27	64.22
11	48	38.60	58.86
11	49	40.51	64.82
11	50	48.41	92.11
11	51	45.15	68.75
11	52	52.43	80.02
11	53	48.12	85.64
11	54	53.01	98.43
11	55	46.97	74.14
11	56	26.46	67.83
11	57	34.87	63.09
11	58	34.01	46.42
11	59	26.02	38.78
11	60	23.99	43.77
11	61	32.61	53.84
11	62	25.37	39.69
11	63	24.25	42.02
11	64	37.57	34.70
12	13	10.54	18.59
12	14	17.08	25.32
12	15	24.11	49.04
12	16	15.94	25.59
12	17	26.71	47.61
12	18	19.44	36.72
12	19	7.88	20.31
12	20	8.78	20.69
12	21	24.68	25.70
12	22	29.07	28.21
12	23	33.55	35.05
12	24	27.03	32.72
12	25	34.78	43.14
12	26	29.36	48.85
12	27	34.03	44.68
12	28	51.55	78.15
12	29	14.36	29.13
12	30	8.90	19.57
12	31	14.76	27.88
12	32	24.28	40.41
12	33	38.76	56.31
12	34	20.88	35.64
12	35	17.23	38.04
12	36	22.42	33.76
12	37	19.10	31.39
12	38	23.25	32.61
12	39	25.34	30.61
12	40	28.53	29.95
12	41	30.25	37.07
12	42	27.18	30.97
12	43	30.91	35.07
12	44	24.03	33.31
12	45	30.81	37.17
12	46	26.75	43.27
12	47	28.23	53.85
12	48	30.57	48.49
12	49	32.47	54.45
12	50	40.37	82.11
12	51	37.11	58.74
12	52	44.40	70.02
12	53	40.09	75.63
12	54	45.10	88.43
12	55	42.27	65.66
12	56	23.67	61.57
12	57	36.26	56.83
12	58	32.44	40.16
12	59	26.16	32.62
12	60	21.21	40.49
12	61	29.82	48.42
12	62	22.59	36.41
12	63	21.47	38.74
12	64	37.82	31.42
13	14	7.58	20.20
13	15	18.20	44.43
13	16	11.04	20.27
13	17	21.79	42.30
13	18	15.61	31.40
13	19	11.92	17.52
13	20	16.45	23.79
13	21	29.17	30.14
13	22	30.31	32.65
13	23	34.79	39.49
13	24	34.60	37.16
13	25	40.73	47.58
13	26	36.93	53.29
13	27	41.60	49.12
13	28	59.12	82.60
13	29	22.05	32.23
13	30	16.58	22.66
13	31	22.45	30.97
13	32	31.96	43.50
13	33	46.44	59.41
13	34	28.57	38.73
13	35	24.80	41.26
13	36	30.10	36.85
13	37	26.67	35.83
13	38	30.94	35.71
13	39	33.00	35.06
13	40	35.65	34.39
13	41	37.82	41.51
13	42	34.87	35.41
13	43	38.60	39.28
13	44	31.71	36.40
13	45	38.50	40.54
13	46	34.43	46.36
13	47	35.92	56.94
13	48	38.25	51.58
13	49	40.16	57.54
13	50	48.06	85.48
13	51	44.80	62.11
13	52	52.08	73.39
13	53	47.77	79.00
13	54	52.67	91.80
13	55	49.84	70.11
13	56	27.95	66.01
13	57	39.19	61.27
13	58	36.72	44.60
13	59	30.44	37.06
13	60	25.49	43.98
13	61	34.10	52.86
13	62	26.87	39.90
13	63	25.75	42.24
13	64	42.10	34.91
14	15	14.47	37.14
14	16	9.12	15.26
14	17	22.81	41.16
14	18	19.79	31.94
14	19	16.66	25.27
14	20	21.20	31.61
14	21	33.91	36.25
14	22	33.07	36.85
14	23	37.55	43.69
14	24	39.35	43.27
14	25	43.49	51.78
14	26	41.68	59.40
14	27	46.35	55.23
14	28	63.33	88.70
14	29	26.79	40.05
14	30	21.33	30.48
14	31	27.19	38.79
14	32	36.71	51.32
14	33	51.19	67.23
14	34	33.31	46.55
14	35	29.55	48.59
14	36	34.85	44.67
14	37	31.41	41.94
14	38	35.68	43.53
14	39	37.75	41.16
14	40	40.40	40.50
14	41	42.56	47.62
14	42	39.62	41.52
14	43	43.35	45.62
14	44	36.46	44.22
14	45	43.24	47.72
14	46	39.18	54.19
14	47	40.67	64.76
14	48	43.00	59.40
14	49	44.91	65.36
14	50	52.81	92.66
14	51	49.55	69.29
14	52	56.83	80.57
14	53	52.52	86.18
14	54	57.41	98.98
14	55	54.05	76.21
14	56	31.48	70.21
14	57	41.95	65.47
14	58	40.24	48.80
14	59	33.97	41.26
14	60	29.01	47.73
14	61	37.63	57.06
14	62	30.40	43.65
14	63	29.27	45.99
14	64	44.66	38.66
15	16	20.82	42.65
15	17	14.37	34.66
15	18	28.64	55.63
15	19	26.96	52.71
15	20	29.92	55.32
15	21	42.27	59.97
15	22	41.16	60.57
15	23	45.64	67.40
15	24	48.07	66.99
15	25	51.58	75.50
15	26	50.40	83.12
15	27	55.06	78.95
15	28	71.42	112.42
15	29	35.51	63.76
15	30	30.05	54.20
15	31	35.91	62.51
15	32	45.43	75.04
15	33	59.91	90.94
15	34	42.03	70.27
15	35	38.26	72.31
15	36	43.57	68.39
15	37	40.13	65.65
15	38	44.40	67.24
15	39	46.12	64.88
15	40	48.77	64.22
15	41	51.28	71.33
15	42	48.33	65.24
15	43	52.06	69.34
15	44	45.18	67.94
15	45	51.96	71.44
15	46	47.90	77.90
15	47	49.38	88.48
15	48	51.72	83.12
15	49	53.62	89.08
15	50	61.52	116.37
15	51	58.26	93.01
15	52	65.55	104.28
15	53	61.23	109.90
15	54	66.13	122.69
15	55	62.15	99.93
15	56	39.58	93.93
15	57	50.04	89.18
15	58	48.34	72.52
15	59	42.06	64.98
15	60	37.11	71.45
15	61	45.73	80.78
15	62	38.49	67.37
15	63	37.37	69.70
15	64	52.75	62.38
16	17	16.36	31.15
16	18	13.68	21.93
16	19	14.58	23.69
16	20	19.08	30.31
16	21	31.80	37.15
16	22	35.98	39.65
16	23	40.46	46.49
16	24	37.23	44.17
16	25	46.40	54.58
16	26	39.56	60.30
16	27	44.23	56.13
16	28	61.74	89.60
16	29	24.68	38.76
16	30	19.21	29.19
16	31	25.08	37.50
16	32	34.59	50.03
16	33	49.07	65.93
16	34	31.19	45.26
16	35	27.43	47.79
16	36	32.73	43.38
16	37	29.29	42.83
16	38	33.57	42.24
16	39	35.63	42.06
16	40	38.28	41.40
16	41	40.45	48.51
16	42	37.50	42.41
16	43	41.23	45.81
16	44	34.34	42.93
16	45	41.13	47.07
16	46	37.06	52.89
16	47	38.55	63.47
16	48	40.88	58.11
16	49	42.79	64.07
16	50	50.69	92.01
16	51	47.43	68.64
16	52	54.71	79.92
16	53	50.40	85.53
16	54	55.29	98.33
16	55	52.47	77.11
16	56	30.58	73.01
16	57	43.17	68.27
16	58	39.35	51.60
16	59	33.07	44.06
16	60	28.12	51.05
16	61	36.73	59.86
16	62	29.50	46.97
16	63	28.37	49.30
16	64	44.73	41.98
17	18	23.82	42.77
17	19	24.73	45.72
17	20	29.24	52.34
17	21	41.95	59.17
17	22	46.13	61.67
17	23	50.61	68.51
17	24	47.38	66.19
17	25	56.55	76.60
17	26	49.72	82.32
17	27	54.38	78.15
17	28	71.90	111.62
17	29	34.83	60.78
17	30	29.37	51.21
17	31	35.23	59.52
17	32	44.74	72.05
17	33	59.22	87.96
17	34	41.35	67.28
17	35	37.58	69.81
17	36	42.89	65.40
17	37	39.45	64.85
17	38	43.72	64.26
17	39	45.78	64.08
17	40	48.43	63.42
17	41	50.60	70.53
17	42	47.65	64.43
17	43	51.38	67.83
17	44	44.49	64.95
17	45	51.28	69.09
17	46	47.21	74.91
17	47	48.70	85.49
17	48	51.03	80.13
17	49	52.94	86.09
17	50	60.84	114.03
17	51	57.58	90.66
17	52	64.86	101.94
17	53	60.55	107.55
17	54	65.45	120.35
17	55	62.62	99.13
17	56	40.74	95.03
17	57	53.32	90.29
17	58	49.50	73.62
17	59	43.22	66.08
17	60	38.27	73.07
17	61	46.89	81.88
17	62	39.65	68.99
17	63	38.53	71.32
17	64	54.88	64.00
18	19	14.44	34.83
18	20	15.68	41.45
18	21	34.94	48.28
18	22	36.35	50.78
18	23	40.58	57.62
18	24	36.11	55.30
18	25	43.86	65.71
18	26	38.44	71.43
18	27	43.11	67.26
18	28	60.63	100.73
18	29	21.63	49.89
18	30	16.17	40.32
18	31	22.03	48.63
18	32	31.55	61.16
18	33	46.03	77.07
18	34	28.15	56.39
18	35	24.48	58.92
18	36	29.69	54.51
18	37	26.35	53.96
18	38	30.52	53.37
18	39	34.51	53.19
18	40	35.41	52.53
18	41	39.33	59.64
18	42	34.45	53.54
18	43	38.18	56.94
18	44	31.30	54.06
18	45	38.08	58.20
18	46	34.02	64.02
18	47	35.50	74.60
18	48	37.84	69.24
18	49	39.74	75.20
18	50	47.64	103.14
18	51	44.38	79.77
18	52	51.67	91.05
18	53	47.36	96.66
18	54	54.18	109.46
18	55	51.35	88.24
18	56	33.73	84.14
18	57	46.31	79.40
18	58	42.49	62.73
18	59	36.21	55.19
18	60	31.26	62.18
18	61	39.88	70.99
18	62	32.64	58.10
18	63	31.52	60.43
18	64	47.87	53.11
19	20	12.49	23.01
19	21	29.29	31.09
19	22	33.47	33.60
19	23	37.96	40.44
19	24	32.93	38.11
19	25	40.68	48.53
19	26	35.26	54.24
19	27	39.93	50.08
19	28	57.44	83.55
19	29	18.44	31.45
19	30	12.98	21.88
19	31	18.85	30.19
19	32	28.36	42.72
19	33	42.84	58.63
19	34	24.96	37.95
19	35	21.30	40.48
19	36	26.50	36.07
19	37	23.16	36.78
19	38	27.34	34.93
19	39	31.33	36.01
19	40	32.22	35.34
19	41	36.14	42.46
19	42	31.27	36.15
19	43	35.00	38.50
19	44	28.11	35.62
19	45	34.90	39.76
19	46	30.83	45.59
19	47	32.32	56.17
19	48	34.65	50.80
19	49	36.56	56.76
19	50	44.46	84.70
19	51	41.20	61.33
19	52	48.48	72.61
19	53	44.17	78.22
19	54	50.99	91.02
19	55	48.17	71.06
19	56	28.08	66.96
19	57	40.66	62.22
19	58	36.84	45.55
19	59	30.56	38.01
19	60	25.61	45.82
19	61	34.23	53.81
19	62	26.99	41.74
19	63	25.87	44.07
19	64	42.23	36.74
20	21	22.76	27.65
20	22	26.46	30.47
20	23	30.69	37.31
20	24	26.22	34.67
20	25	33.97	45.40
20	26	28.56	50.80
20	27	33.22	46.63
20	28	50.74	80.10
20	29	10.96	24.39
20	30	5.49	14.82
20	31	11.36	23.14
20	32	20.87	35.66
20	33	35.35	51.57
20	34	17.48	30.89
20	35	14.59	33.42
20	36	19.01	29.01
20	37	16.46	30.70
20	38	19.85	27.87
20	39	24.62	32.56
20	40	27.11	31.23
20	41	29.44	39.02
20	42	23.78	29.10
20	43	27.51	31.44
20	44	20.62	28.56
20	45	27.41	32.71
20	46	23.34	38.53
20	47	24.83	49.11
20	48	27.16	43.74
20	49	29.07	49.70
20	50	36.97	77.64
20	51	33.71	54.28
20	52	40.99	65.55
20	53	36.68	71.17
20	54	44.29	83.96
20	55	41.46	67.61
20	56	29.07	63.83
20	57	41.66	59.09
20	58	37.84	42.42
20	59	31.56	34.88
20	60	26.61	42.76
20	61	35.22	50.68
20	62	27.99	38.68
20	63	26.86	41.01
20	64	43.22	33.68
21	22	6.78	10.49
21	23	11.75	15.81
21	24	10.70	12.02
21	25	16.89	23.37
21	26	15.35	28.15
21	27	20.03	23.98
21	28	33.65	57.45
21	29	30.43	36.09
21	30	24.97	26.53
21	31	26.05	30.95
21	32	33.96	42.53
21	33	43.22	58.43
21	34	25.57	32.31
21	35	16.80	29.38
21	36	21.80	27.68
21	37	16.37	18.57
21	38	28.05	32.57
21	39	7.33	17.78
21	40	11.87	16.13
21	41	14.18	17.38
21	42	13.50	18.15
21	43	15.78	21.00
21	44	19.09	23.23
21	45	23.18	24.35
21	46	22.17	32.79
21	47	30.14	44.18
21	48	25.44	36.34
21	49	30.24	44.77
21	50	32.33	69.28
21	51	26.36	42.58
21	52	33.64	57.19
21	53	29.33	62.81
21	54	31.09	70.72
21	55	24.38	44.96
21	56	24.11	47.90
21	57	22.00	43.16
21	58	21.15	26.49
21	59	15.11	18.95
21	60	21.57	38.16
21	61	21.53	34.75
21	62	24.22	29.32
21	63	34.08	43.57
21	64	24.71	36.25
22	23	6.69	12.61
22	24	8.99	13.80
22	25	12.77	20.70
22	26	16.03	30.87
22	27	20.23	26.70
22	28	32.59	58.02
22	29	33.34	38.91
22	30	28.30	29.35
22	31	28.92	34.84
22	32	36.83	46.42
22	33	46.11	62.32
22	34	27.72	36.20
22	35	19.68	33.27
22	36	23.96	31.57
22	37	18.31	22.46
22	38	30.92	36.45
22	39	11.63	21.45
22	40	13.91	18.87
22	41	15.63	20.12
22	42	17.80	22.03
22	43	17.23	23.74
22	44	23.38	27.12
22	45	24.65	27.73
22	46	24.32	36.17
22	47	33.03	47.56
22	48	26.90	39.73
22	49	32.39	48.15
22	50	33.78	72.67
22	51	27.82	45.33
22	52	35.10	60.58
22	53	30.79	66.19
22	54	31.70	71.29
22	55	23.31	45.53
22	56	22.32	45.01
22	57	20.21	40.27
22	58	19.36	23.60
22	59	13.32	16.06
22	60	19.79	35.27
22	61	19.74	31.86
22	62	22.43	26.43
22	63	34.01	42.29
22	64	22.92	34.96
23	24	11.16	18.44
23	25	8.39	19.54
23	26	18.20	32.87
23	27	17.25	25.87
23	28	28.23	56.86
23	29	38.82	45.75
23	30	33.36	36.19
23	31	33.48	41.68
23	32	41.39	53.25
23	33	50.67	69.16
23	34	32.28	43.04
