0.163144	0.208041	0.227077	0.268865	0.287632	0.306892	0.319735	0.336431	0.420093	0.438765	0.459245	0.470252	0.524314	0.529108	0.560693	0.592447	0.619969	0.637165	0.643928	0.673894	0.693727	0.700388	0.717382	0.720257	0.729694	0.734219	0.735894	0.753157	0.755964	0.75872	0.766308	0.772804	0.79126	0.825356	0.838874	0.846248	0.851259	0.85377	0.862854	0.870137	0.878869	0.879648	0.912849	0.917902	0.91901	0.929801	0.932469	0.944746	0.951019	0.951753	0.956442	0.968876	0.973069	0.978877	0.981177	0.982422	0.987335	0.987426	0.98894	0.990157	0.99065	0.99415	0.994986	1	
0.0448971	0.0635693	0.226713	0.24548	0.287268	0.306304	0.325564	0.34226	0.425921	0.438765	0.459245	0.464039	0.470801	0.490634	0.544696	0.561893	0.5729	0.600422	0.630389	0.661974	0.663649	0.680643	0.687304	0.692315	0.698811	0.716075	0.75017	0.760961	0.763835	0.766346	0.769101	0.782619	0.814373	0.82196	0.840416	0.841196	0.84572	0.848528	0.881729	0.89046	0.896733	0.897842	0.905216	0.9143	0.921584	0.924252	0.926553	0.93599	0.941043	0.953477	0.954211	0.9589	0.964708	0.968901	0.981177	0.982422	0.983936	0.984027	0.985244	0.985737	0.99065	0.99415	0.999164	1	
0.0190358	0.0318791	0.0767762	0.23992	0.258592	0.312654	0.354443	0.373702	0.390399	0.421984	0.451951	0.470717	0.475242	0.558903	0.569911	0.572718	0.581803	0.586597	0.60386	0.61465	0.642173	0.662652	0.670027	0.677311	0.683972	0.693409	0.700172	0.717165	0.724753	0.744586	0.746261	0.763458	0.781913	0.795431	0.798187	0.799295	0.800029	0.806526	0.840622	0.843133	0.85541	0.864141	0.86492	0.869973	0.874984	0.877858	0.909611	0.922045	0.922136	0.928409	0.932602	0.933095	0.935763	0.940452	0.942753	0.948561	0.953473	0.954987	0.956204	0.989405	0.99065	0.99415	0.999164	1	
0.0836611	0.103494	0.110257	0.129023	0.136398	0.299542	0.344439	0.349233	0.380986	0.387483	0.390357	0.394882	0.413917	0.426761	0.445433	0.479529	0.482039	0.501299	0.510383	0.513191	0.55498	0.560032	0.593233	0.595901	0.606909	0.611919	0.624354	0.678415	0.695112	0.715592	0.745558	0.751366	0.760804	0.763559	0.777077	0.778322	0.784595	0.786896	0.791585	0.79326	0.810523	0.821314	0.83851	0.855504	0.863092	0.863871	0.872603	0.876103	0.907688	0.914349	0.915084	0.922367	0.923476	0.927668	0.932581	0.932672	0.937686	0.9392	0.966722	0.985178	0.997454	0.998671	0.999164	1	
0.0187666	0.0636637	0.0684577	0.0877173	0.0944798	0.178141	0.341285	0.361118	0.380154	0.421942	0.440614	0.447989	0.450499	0.456996	0.462007	0.496103	0.527856	0.540699	0.557396	0.561921	0.568194	0.580628	0.613829	0.616497	0.619371	0.622179	0.627231	0.636316	0.638616	0.643305	0.654313	0.667831	0.673639	0.68443	0.738492	0.755485	0.758241	0.788207	0.795795	0.816275	0.825712	0.842909	0.844017	0.851301	0.868564	0.870239	0.871484	0.889939	0.890719	0.894219	0.90295	0.930472	0.935487	0.967072	0.967806	0.974467	0.986744	0.986835	0.991028	0.992542	0.993035	0.994251	0.995087	1	
0.0417886	0.0610482	0.105945	0.122642	0.285786	0.306266	0.325301	0.352824	0.371496	0.379084	0.39785	0.404511	0.421708	0.426502	0.443496	0.445171	0.447926	0.45521	0.473665	0.480427	0.493271	0.547333	0.581429	0.66509	0.666198	0.674929	0.704896	0.715903	0.726694	0.740212	0.746709	0.766542	0.771067	0.783501	0.815086	0.819278	0.823968	0.826775	0.829286	0.846549	0.852357	0.857368	0.857459	0.863732	0.895485	0.902859	0.904373	0.913811	0.916479	0.917213	0.919514	0.928598	0.961799	0.964673	0.969726	0.970562	0.975576	0.980489	0.992765	0.993258	0.996759	0.998003	0.998783	1	
0.0192596	0.0240535	0.0658422	0.0726047	0.117502	0.136268	0.299412	0.318448	0.331966	0.351799	0.372279	0.388976	0.391731	0.425827	0.444499	0.52816	0.582222	0.595066	0.601562	0.613996	0.631193	0.642201	0.649575	0.652086	0.656775	0.673768	0.703735	0.708746	0.71042	0.728876	0.735149	0.744586	0.772109	0.803694	0.811282	0.843035	0.845336	0.846115	0.848923	0.859714	0.865522	0.86819	0.869298	0.876582	0.881106	0.914307	0.920968	0.930053	0.947316	0.952368	0.955243	0.963974	0.968166	0.968901	0.970145	0.982422	0.983639	0.988552	0.992052	0.992545	0.994059	0.99415	0.999164	1	
0.00479392	0.0240535	0.0308161	0.0495827	0.0520933	0.0719263	0.116823	0.200485	0.242273	0.405417	0.424453	0.43095	0.449622	0.456996	0.470514	0.490994	0.52509	0.579152	0.584163	0.597006	0.599762	0.631515	0.648211	0.654484	0.665492	0.677926	0.682451	0.689112	0.691413	0.700497	0.717693	0.74766	0.753468	0.78099	0.797984	0.807421	0.815009	0.817883	0.849469	0.882669	0.885337	0.896128	0.897803	0.905087	0.906195	0.910884	0.911664	0.930119	0.947382	0.952435	0.95368	0.956488	0.965219	0.965953	0.970967	0.974467	0.97938	0.983573	0.995849	0.997066	0.99858	0.999073	0.999164	1	
0.00676255	0.0115565	0.0313895	0.0506492	0.13431	0.153077	0.159574	0.19367	0.19618	0.201191	0.246088	0.253463	0.265897	0.42904	0.470829	0.502582	0.508855	0.51338	0.532416	0.53529	0.553962	0.574442	0.57711	0.581799	0.587607	0.589908	0.592663	0.595471	0.600524	0.609608	0.642809	0.656327	0.66917	0.670845	0.724907	0.741604	0.752611	0.782578	0.799774	0.801019	0.828541	0.833555	0.844346	0.851934	0.883519	0.892957	0.90024	0.901349	0.918342	0.925004	0.943459	0.946959	0.964222	0.965002	0.973733	0.974467	0.974558	0.986835	0.988052	0.992965	0.997157	0.99765	0.999164	1	
0.00737446	0.0910356	0.0955603	0.127313	0.134076	0.153909	0.158962	0.16163	0.180396	0.189481	0.222681	0.225489	0.244525	0.298587	0.303381	0.308392	0.327651	0.490795	0.497292	0.542189	0.5447	0.578796	0.596059	0.602332	0.615175	0.633847	0.675636	0.707221	0.719655	0.730663	0.732963	0.738771	0.740016	0.74075	0.750188	0.780154	0.781829	0.798526	0.810803	0.814303	0.825093	0.829782	0.831297	0.83179	0.839377	0.859857	0.877054	0.894048	0.896803	0.924325	0.937843	0.937934	0.95639	0.963051	0.963831	0.971114	0.979845	0.980954	0.983828	0.985045	0.989237	0.99415	0.999164	1	
