426.636	82.1359	29.1666	96.7156	17.7659	64.4329	27.4842	4.64783	7.521	7.46872	22.3567	17.7086	23.2172	1.6148	0.259107	3.3458	0.693058	0.743683	3.50882	2.02764	29.0374	19.59	12.3416	34.1317	7.3525	4.0037	7.15588	0.0729314	3.20842	5.51825	22.723	1.85665	0.119663	1.04996	9.9287	2.1274	23.8253	7.70751	20.1178	34.1613	16.6275	20.3873	6.56361	16.0298	6.80247	0.679707	1.54056	3.12286	0.541529	0.0992035	0.264828	1.00481	0.193265	0.00812061	0.19055	0.954477	5.16554	28.1386	67.6184	5.03418	10.6049	3.73071	2.39413	1.89325	
315.48	124.106	31.9744	104.041	33.0027	73.489	33.1759	5.61034	9.07444	7.95169	22.7141	21.0987	27.6619	1.76548	0.283284	3.98811	0.826108	0.886451	4.18242	2.44644	32.8663	19.0017	11.971	38.4588	7.26779	4.52347	8.08489	0.081919	3.87111	6.65802	27.3179	2.23108	1.16654	1.26228	11.9848	2.42969	27.2106	9.26188	22.966	39.0154	18.9901	23.2841	7.49625	18.3075	7.76905	0.776287	1.75867	5.21199	0.618476	0.113299	0.302458	1.14758	0.220726	0.00927449	0.214033	0.910119	4.9277	26.843	64.5049	5.11237	10.1166	3.79035	2.43131	1.92352	
293.809	83.8578	58.5114	93.9745	18.6599	70.1877	29.1414	4.92807	7.8711	7.2603	21.7328	18.3009	23.9937	1.56903	0.251876	3.45926	0.716238	0.768901	3.62781	2.12203	36.0564	22.5439	14.2026	42.6499	8.46118	5.0029	8.93775	0.0914615	3.35777	5.77512	24.7525	2.02157	1.05699	1.14374	10.5274	2.31637	25.9415	8.39213	21.9244	37.2124	20.5818	22.2082	7.15306	17.4536	7.41337	0.740747	1.67816	4.97113	0.590161	0.108064	0.288611	1.09455	0.210621	0.00928643	0.238965	1.09741	5.93911	32.3525	77.7445	5.50358	12.193	4.0804	2.32627	1.84042	
1721.62	482.178	166.062	1997.12	148.149	359.823	173.313	46.5063	76.8641	74.9006	212.038	182.37	239.1	16.6299	2.66839	119.575	66.7195	7.66219	36.1515	20.8533	162.085	111.537	70.2679	190.607	41.862	22.3585	39.9618	0.409672	32.9822	56.7524	220.714	17.2638	9.02651	7.64991	59.8815	13.6958	133.051	65.0291	112.347	190.687	92.8556	113.852	36.6543	89.5177	37.9882	3.7958	8.59934	25.4849	3.02415	0.553998	1.47892	5.61132	1.07928	0.0453493	1.07037	5.43439	29.4104	160.21	384.991	34.3462	60.3799	22.6325	20.6684	16.3444	
875.964	423.654	91.3334	410.353	278.348	215.178	125.431	30.4167	43.4318	35.7828	101.344	94.9447	124.479	7.9447	1.27536	17.9466	3.7175	3.98905	18.957	11.1788	93.881	54.2776	34.1947	109.856	20.7601	12.9211	23.0941	0.233998	18.3535	31.3261	134.69	10.5352	5.5059	4.66621	43.182	8.35404	79.7455	39.6658	67.3058	114.29	55.6538	68.2075	21.969	58.0231	22.7685	2.35844	5.34302	15.2746	1.87899	0.332044	0.886405	3.36319	0.646876	0.0271805	0.611375	2.52705	13.6823	74.5326	179.025	16.3789	28.0773	10.5243	9.85631	7.79777	
475.715	141.261	51.4423	149.241	32.2209	206.667	51.3722	8.68751	13.5914	11.9098	33.7156	31.601	41.431	2.64428	0.424294	5.97326	1.23732	1.3277	6.26429	3.6642	53.0917	30.6537	19.3117	62.1259	11.735	28.7634	13.0544	0.132271	5.79802	9.97215	46.5565	3.80232	1.98807	2.15123	18.7598	4.35876	48.8148	15.7846	41.2372	69.992	34.0828	41.7708	13.454	32.8429	13.9436	1.39325	3.1564	9.35009	1.11002	0.203346	0.542842	2.05964	0.396152	0.0166455	0.122322	1.39982	7.57571	41.2677	99.1681	7.33339	15.553	5.43704	3.48757	2.75917	
1465	460.403	154.2	518.973	135.6	370.889	316.932	42.3377	54.9282	45.2544	128.169	120.076	157.428	10.0477	1.61295	22.697	4.70152	5.04494	23.9749	14.1378	159.144	91.8857	57.8877	186.225	35.1761	21.9035	39.1309	0.396488	23.8792	40.7574	196.46	16.0523	8.38928	9.0778	86.1903	16.3992	153.957	66.6379	120.588	204.767	99.667	122.204	39.8778	115.761	42.9018	4.70739	10.6645	30.0519	3.74874	0.625656	1.67022	6.33712	1.21888	0.0512151	1.03592	4.23586	22.9241	124.876	300.083	23.7511	47.0634	17.6093	12.4653	9.86183	
1604.51	504.245	168.884	901.909	212.963	406.207	274.198	127.172	95.4582	78.6818	222.742	208.771	273.714	17.4694	2.80309	39.4445	8.17064	8.76746	41.6653	24.5697	174.221	100.999	63.6574	203.867	38.5258	23.9785	42.8572	0.434245	46.5868	79.551	342.037	26.7535	13.9819	11.8496	94.3978	21.2146	168.542	100.729	132.071	224.266	109.158	133.841	45.9742	133.518	49.4828	5.56054	13.065	34.6462	4.59459	0.721305	1.92642	7.30592	1.40585	0.0590447	1.13457	4.92093	26.6436	145.072	348.615	36.0152	54.675	21.5535	21.663	17.1386	
159.972	50.2515	16.6197	91.8439	18.7359	39.1554	21.9184	5.88152	15.5921	8.56033	24.2336	23.0846	30.2655	1.90061	0.304968	4.36349	0.903864	0.969887	4.73956	2.79488	17.0833	10.285	6.48241	19.9902	3.86015	2.35122	19.8668	0.04258	4.42245	7.60629	27.9256	2.18331	1.14156	0.967461	7.54922	1.73207	14.5111	8.22403	12.2475	20.797	10.1226	5.55127	3.99765	10.9011	4.14313	0.45399	1.06669	2.82869	0.375126	0.0603939	0.161297	0.611715	0.11771	0.00494373	0.11125	0.501112	2.71197	14.7731	35.5004	3.91833	5.5677	2.34495	2.35793	1.86462	
311.502	86.3447	30.06	175.493	30.2683	67.2789	35.4096	9.50599	16.7856	36.3573	56.2917	42.7224	62.7944	4.38915	0.704588	9.0533	1.87532	2.01231	9.15044	4.8632	29.3534	20.1901	12.7197	34.4101	7.57773	4.03999	7.22074	0.0741576	7.69524	13.2412	47.8108	3.74135	1.95531	1.65637	12.1959	2.96544	24.9225	14.0865	21.0348	35.7345	17.3932	21.3261	6.86588	18.6635	7.11894	0.777267	1.82626	4.84294	0.642245	0.103772	0.277149	1.05108	0.202256	0.00849458	0.193754	0.983716	5.32378	29.0006	70.004	9.39731	11.3508	5.62387	5.65501	4.47192	
642.869	170.048	62.0371	342.521	59.1033	131.313	69.1425	18.5535	32.7616	38.8101	508.077	99.5151	146.731	10.4142	1.67104	21.0882	4.36827	4.68735	21.3145	9.49611	57.291	41.6677	26.2505	71.0146	15.6387	8.00669	14.3105	0.152975	15.0261	25.8437	93.3156	7.30226	3.81803	3.23285	23.8036	5.78785	48.6648	27.506	41.0734	69.7455	33.9628	41.6237	13.4066	36.4269	13.8945	1.51773	3.56604	9.4523	1.25351	0.20263	0.54093	2.05239	0.394757	0.0165869	0.399684	2.03017	10.9871	59.8507	144.472	19.3939	23.4255	11.6064	11.6707	9.22902	
1323.75	410.618	135.804	765.834	143.943	319.95	168.393	45.2064	81.1289	76.5706	258.699	471.322	326.893	20.2895	3.25559	47.1294	9.7625	10.4756	47.7424	23.5156	139.592	85.7605	54.0288	163.345	32.1876	19.2124	34.3388	0.347933	37.2097	63.9979	231.081	18.0829	9.45475	8.00563	57.9986	14.3327	118.521	68.1142	100.077	169.938	82.7146	101.418	32.6659	90.2053	33.8547	3.75841	8.83072	23.4071	3.10412	0.493495	1.318	4.99849	0.961843	0.0403966	0.909056	4.17848	22.6136	123.185	296.018	34.9071	46.4259	20.8904	21.006	16.6113	
