0	1	7.94
0	2	11.88
0	3	18.14
0	4	22.58
0	5	11.74
0	6	13.46
0	7	22.05
0	8	19
0	9	21.08
0	10	30.15
0	11	23.88
0	12	28.32
0	13	32.52
0	14	56.24
0	15	35.33
0	16	57.35
0	17	46.46
0	18	29.28
0	19	26.11
0	20	11.55
0	21	11.98
0	22	18.82
0	23	18.47
0	24	26.91
0	25	34.66
0	26	30.49
0	27	63.83
0	28	34.55
0	29	24.99
0	30	30.38
0	31	41.95
0	32	104.37
0	33	31.74
0	34	28.22
0	35	27.11
0	36	18
0	37	31.99
0	38	17.22
0	39	16.56
0	40	23.68
0	41	17.58
0	42	21.69
0	43	22.66
0	44	23.79
0	45	32.23
0	46	43.61
0	47	44.215
0	48	44.21
0	49	68.72
0	50	45.36
0	51	56.63
0	52	62.25
0	53	75.04
0	54	51.34
0	55	45.34
0	56	40.6
0	57	23.93
0	58	16.39
0	59	34.48
0	60	32.19
0	61	25.65
0	62	37.96
0	63	30.64
1	2	11.07
1	3	17.75
1	4	10.055
1	5	10.05
1	6	10.51
1	7	19.1
1	8	16.06
1	9	20.92
1	10	31.03
1	11	21.22
1	12	25.66
1	13	31.77
1	14	55.49
1	15	32.66
1	16	54.68
1	17	43.79
1	18	26.61
1	19	23.17
1	20	10.03
1	21	13.89
1	22	20.73
1	23	17.05
1	24	28.4
1	25	33.18
1	26	29.01
1	27	62.48
1	28	31.61
1	29	22.05
1	30	27.52
1	31	39.1
1	32	55
1	33	28.88
1	34	25.27
1	35	25.39
1	36	16.28
1	37	29.14
1	38	15.51
1	39	14.84
1	40	21.96
1	41	15.86
1	42	19.97
1	43	20.94
1	44	22.07
1	45	30.51
1	46	41.9
1	47	34.06
1	48	42.49
1	49	67
1	50	43.64
1	51	54.91
1	52	60.53
1	53	73.32
1	54	49.99
1	55	47.63
1	56	42.88
1	57	26.21
1	58	18.67
1	59	35.37
1	60	34.47
1	61	26.53
1	62	38.85
1	63	31.52
2	3	22.37
2	4	25.08
2	5	13.43
2	6	15.75
2	7	24.34
2	8	21.58
2	9	25.3
2	10	34.37
2	11	26.74
2	12	31.18
2	13	36.75
2	14	60.46
2	15	38.18
2	16	60.21
2	17	49.31
2	18	32.13
2	19	28.69
2	20	10.33
2	21	12.45
2	22	19.29
2	23	17.11
2	24	27.38
2	25	33.3
2	26	29.14
2	27	62.39
2	28	37.13
2	29	27.57
2	30	32.07
2	31	43.65
2	32	59.55
2	33	33.43
2	34	30.51
2	35	28.81
2	36	19.7
2	37	33.69
2	38	18.9
2	39	18.25
2	40	22.53
2	41	19.27
2	42	23.37
2	43	24.36
2	44	25.47
2	45	33.91
2	46	45.3
2	47	37.47
2	48	45.89
2	49	70.41
2	50	47.04
2	51	58.32
2	52	63.93
2	53	75.65
2	54	49.9
2	55	45.83
2	56	41.09
2	57	24.42
2	58	16.88
2	59	36.09
2	60	32.68
2	61	27.25
2	62	42.19
2	63	34.86
3	4	24.59
3	5	22.66
3	6	21.68
3	7	20.01
3	8	16.49
3	9	18.99
3	10	29.3
3	11	21.2
3	12	25.64
3	13	29.84
3	14	53.56
3	15	5.005
3	16	5
3	17	43.77
3	18	26.59
3	19	23.46
3	20	22.48
3	21	22.47
3	22	29.31
3	23	29.39
3	24	37.4
3	25	45.58
3	26	41.41
3	27	74.62
3	28	31.91
3	29	22.34
3	30	29
3	31	41.54
3	32	57.44
3	33	36.75
3	34	37.43
3	35	34.87
3	36	28.92
3	37	33.74
3	38	28.14
3	39	27.49
3	40	34.605
3	41	28.5
3	42	32.61
3	43	33.58
3	44	34.71
3	45	43.155
3	46	54.545
3	47	46.7
3	48	55.135
3	49	79.64
3	50	56.28
3	51	67.55
3	52	73.17
3	53	85.96
3	54	62.13
3	55	55.83
3	56	51.09
3	57	34.42
3	58	26.88
3	59	40.95
3	60	42.68
3	61	34.73
3	62	39.2
3	63	31.88
4	5	23.51
4	6	18.29
4	7	18.87
4	8	18.6
4	9	24.83
4	10	35.13
4	11	25.13
4	12	29.57
4	13	35.68
4	14	59.39
4	15	36.57
4	16	58.59
4	17	47.7
4	18	30.36
4	19	26.74
4	20	24.04
4	21	27.9
4	22	34.74
4	23	31.06
4	24	42.41
4	25	47.19
4	26	43.02
4	27	76.49
4	28	34.36
4	29	24.97
4	30	29.4
4	31	41.94
4	32	57.85
4	33	37.16
4	34	34.12
4	35	35.28
4	36	29.72
4	37	34.15
4	38	28.95
4	39	28.29
4	40	35.4
4	41	29.31
4	42	33.41
4	43	32.64
4	44	35.51
4	45	43.15
4	46	54.54
4	47	47.5
4	48	55.13
4	49	80.44
4	50	57.08
4	51	68.35
4	52	73.97
4	53	86.76
4	54	64
4	55	62.27
4	56	57.52
4	57	40.85
4	58	33.32
4	59	46.83
4	60	49.12
4	61	41.17
4	62	45.08
4	63	37.75
5	6	13.72
5	7	22.31
5	8	20.01
5	9	24.87
5	10	35.18
5	11	25.17
5	12	29.61
5	13	35.72
5	14	59.44
5	15	36.61
5	16	58.63
5	17	47.74
5	18	30.56
5	19	27.12
5	20	12.3
5	21	16.19
5	22	23.03
5	23	19.32
5	24	30.68
5	25	5
5	26	31.29
5	27	64.76
5	28	35.56
5	29	26
5	30	28.6
5	31	40.18
5	32	56.08
5	33	29.96
5	34	28.24
5	35	25.33
5	36	16.22
5	37	30.22
5	38	15.43
5	39	14.78
5	40	21.89
5	41	15.8
5	42	19.9
5	43	20.88
5	44	22
5	45	30.44
5	46	41.83
5	47	34
5	48	42.42
5	49	66.93
5	50	43.57
5	51	54.84
5	52	60.46
5	53	73.25
5	54	75.35
5	55	50.99
5	56	46.25
