0	1	12.01
0	2	17.75
0	3	21.94
0	4	20.53
0	5	19.17
0	6	21.07
0	7	28.83
0	8	33.42
0	9	41.68
0	10	44.82
0	11	33.86
0	12	30.75
0	13	46.94
0	14	59.3
0	15	51.26
0	16	71.01
0	17	56.18
0	18	42.52
0	19	42.88
0	20	23.41
0	21	21.44
0	22	27.64
0	23	33.72
0	24	35.6
0	25	43.49
0	26	46.14
0	27	66.56
0	28	55.68
0	29	39.38
0	30	40.44
0	31	53.98
0	32	85.92
0	33	37.69
0	34	41.41
0	35	39.23
0	36	26.77
0	37	53.99
0	38	21.71
0	39	31.36
0	40	40.39
0	41	31.93
0	42	34.89
0	43	35.28
0	44	39.37
0	45	45.18
0	46	54.05
0	47	43.57
0	48	63.3
0	49	82.19
0	50	43.77
0	51	62.74
0	52	65.49
0	53	62.75
0	54	52.21
0	55	38.57
0	56	50.4
0	57	29.73
0	58	28.66
0	59	43.04
0	60	37.73
0	61	35.62
0	62	45.08
0	63	35.41
1	2	16.09
1	3	23.85
1	4	13.44
1	5	14.2
1	6	18.62
1	7	24.83
1	8	26.66
1	9	45.71
1	10	42.65
1	11	28.31
1	12	38.66
1	13	47.84
1	14	58.21
1	15	45.17
1	16	68.92
1	17	48.24
1	18	35.83
1	19	37.97
1	20	11.36
1	21	24.12
1	22	30.38
1	23	32.23
1	24	48.62
1	25	47.07
1	26	37.72
1	27	65.51
1	28	52.27
1	29	35.97
1	30	37.68
1	31	51.21
1	32	75.29
1	33	34.16
1	34	38.64
1	35	38.11
1	36	24.64
1	37	49.22
1	38	20.56
1	39	31.16
1	40	39.97
1	41	30.06
1	42	34.68
1	43	34.36
1	44	39.18
1	45	45.49
1	46	53.01
1	47	44.21
1	48	63.13
1	49	80.83
1	50	41.41
1	51	66.38
1	52	64.13
1	53	63.34
1	54	50.15
1	55	42.33
1	56	53.89
1	57	33.22
1	58	28.64
1	59	45.8
1	60	37.21
1	61	41.43
1	62	48.99
1	63	37.89
2	3	29.825
2	4	26.53
2	5	21.55
2	6	22.7
2	7	31.91
2	8	36.74
2	9	34.24
2	10	66.385
2	11	38.4
2	12	51.23
2	13	59.97
2	14	69.33
2	15	56.25
2	16	79
2	17	60.33
2	18	49.72
2	19	45.07
2	20	18.58
2	21	15.03
2	22	30.28
2	23	25.46
2	24	36.52
2	25	34.67
2	26	32.32
2	27	58.71
2	28	60.87
2	29	44.57
2	30	44.69
2	31	60.23
2	32	82.19
2	33	39.96
2	34	42.66
2	35	43.5
2	36	33.03
2	37	51.24
2	38	24.18
2	39	32.83
2	40	41.85
2	41	40.4
2	42	36.35
2	43	36.75
2	44	36.84
2	45	43.65
2	46	57.32
2	47	46.03
2	48	65.43
2	49	83.65
2	50	47.24
2	51	64.2
2	52	65.96
2	53	51.94
2	54	44.35
2	55	31.13
2	56	45.96
2	57	25.29
2	58	19.22
2	59	31.6
2	60	32.29
2	61	29.18
2	62	48.24
2	63	50.97
3	4	20.3
3	5	35.19
3	6	32.75
3	7	25.12
3	8	20.16
3	9	20.95
3	10	35.89
3	11	17.32
3	12	27.13
3	13	37.08
3	14	47.44
3	15	47.64
3	16	55.39
3	17	48.97
3	18	37.29
3	19	31.51
3	20	31.06
3	21	29.82
3	22	37.17
3	23	43.98
3	24	45.57
3	25	59.75
3	26	51.4
3	27	80.63
3	28	44.27
3	29	27.98
3	30	31.16
3	31	49.24
3	32	66.77
3	33	49.64
3	34	47.13
3	35	45.7
3	36	43.43
3	37	37.71
3	38	42.91
3	39	69.51
3	40	69.68
3	41	51.67
3	42	58.7
3	43	52.96
3	44	54.2
3	45	61.97
3	46	64.49
3	47	54.81
3	48	67.62
3	49	86.33
3	50	54.44
3	51	65.4
3	52	75.16
3	53	66.01
3	54	59.27
3	55	34.86
3	56	70.775
3	57	56.09
3	58	38.79
3	59	34.34
3	60	50.99
3	61	29.66
3	62	35.22
3	63	28.77
4	5	27.28
4	6	18.84
4	7	17.21
4	8	20.23
4	9	31.27
4	10	44.21
4	11	22.32
4	12	36.22
4	13	46.4
4	14	60.775
4	15	42.73
4	16	64.48
4	17	49.06
4	18	33.39
4	19	31.52
4	20	30.99
4	21	39.75
4	22	50.1
4	23	54.07
4	24	57.5
4	25	59.84
4	26	50.49
4	27	81.72
4	28	50.28
4	29	32.99
4	30	35.17
4	31	49.25
4	32	66.87
4	33	60.73
4	34	50.22
4	35	53.79
4	36	56.52
4	37	42.8
4	38	41.84
4	39	65.44
4	40	60.77
4	41	58.76
4	42	72.79
4	43	52.05
4	44	56.29
4	45	59.07
4	46	80.59
4	47	64.9
4	48	81.71
4	49	91.43
4	50	61.53
4	51	93.49
4	52	89.25
4	53	79.1
4	54	69.36
4	55	47.19
4	56	74.7
4	57	68.03
4	58	50.72
4	59	47.68
4	60	60.33
4	61	41.99
4	62	47.55
4	63	46.71
5	6	13.63
5	7	28.32
5	8	34.15
5	9	54.21
5	10	62.15
5	11	41.81
5	12	54.15
5	13	56.34
5	14	80.7
5	15	53.66
5	16	79.41
5	17	57.83
5	18	52.08
5	19	50
5	20	24.52
5	21	34.41
5	22	39.34
5	23	37.51
5	24	55.19
5	25	33.27
5	26	39.92
5	27	78.15
5	28	51.76
5	29	41.47
5	30	34.81
5	31	48.35
5	32	68.82
5	33	30.6
5	34	40.78
5	35	33.14
5	36	19.67
5	37	43.36
5	38	16.59
5	39	24.19
5	40	33.99
5	41	28.09
5	42	27.71
5	43	29.38
5	44	27.2
5	45	35.53
5	46	47.96
5	47	37.23
5	48	55.07
5	49	66.85
5	50	86.44
5	51	72.41
5	52	103.16
5	53	53.53
5	54	57.79
5	55	48.51
5	56	74.34
5	57	43.67
5	58	34.6
5	59	59.98
5	60	50.67
5	61	42.56
5	62	64.07
5	63	63.35
6	7	11.09
6	8	14.92
6	9	41.56
6	10	54.5
6	11	25.57
6	12	50.5
6	13	51.69
6	14	65.05
6	15	47
6	16	73.75
6	17	50.59
6	18	44.84
6	19	41.77
6	20	30.88
6	21	34.77
6	22	40.06
6	23	44.23
6	24	47.91
6	25	53.99
6	26	51.65
6	27	74.88
6	28	51.68
6	29	34.81
6	30	29.41
6	31	42.95
6	32	84.02
6	33	45.89
6	34	25.38
6	35	28.95
6	36	25.68
6	37	37.96
6	38	28.605
6	39	48.6
6	40	45.93
6	41	39.92
6	42	54.95
6	43	43.21
6	44	50.45
6	45	52.22
6	46	61.74
6	47	61.06
6	48	75.87
6	49	96.58
6	50	50.68
6	51	71.65
6	52	71.4
6	53	78.26
6	54	62.52
6	55	51.48
6	56	70.77
6	57	49.1
6	58	34.03
6	59	54.96
6	60	56.1
6	61	54.28
6	62	56.84
6	63	58.78
7	8	13.97
7	9	36.51
7	10	56.45
7	11	24.62
7	12	42.45
7	13	56.64
7	14	62
7	15	45.96
7	16	70.71
7	17	49.88
7	18	41.26
7	19	23.61
7	20	36.06
7	21	41.79
7	22	47.08
7	23	50.25
7	24	54.93
7	25	58.01
7	26	56.66
7	27	81.89
7	28	50.58
7	29	33.29
7	30	40.47
7	31	59.55
7	32	70.04
7	33	56.91
7	34	38.4
7	35	41.96
7	36	38.69
7	37	47.98
7	38	43.62
7	39	51.62
7	40	60.94
7	41	49.93
7	42	48.97
7	43	52.22
7	44	55.46
7	45	59.24
7	46	74.76
7	47	65.08
7	48	81.88
7	49	92.6
7	50	59.7
7	51	73.67
7	52	79.42
7	53	85.28
7	54	69.54
7	55	62.43
7	56	76.94
7	57	56.19
7	58	40.79
7	59	49.91
7	60	61.56
7	61	48.22
7	62	61.78
7	63	55.94
8	9	27.7
8	10	42.64
8	11	14.15
8	12	34.67
8	13	39.83
8	14	55.19
8	15	36.18
8	16	63.93
8	17	40.82
8	18	26.42
8	19	26.35
8	20	37.82
8	21	44.71
8	22	51.94
8	23	54.06
8	24	60.75
8	25	60.83
8	26	56.48
8	27	84.71
8	28	40.11
8	29	22.81
8	30	25.99
8	31	40.07
8	32	55.99
8	33	45.21
8	34	43.21
8	35	41.03
8	36	39.51
8	37	32.38
8	38	47.43
8	39	55.44
8	40	63.76
8	41	54.75
8	42	62.78
8	43	61.87
8	44	59.31
8	45	61.56
8	46	80.08
8	47	67.4
8	48	85.2
8	49	103.92
8	50	65.52
8	51	79.48
8	52	79.24
8	53	79.09
8	54	72.35
8	55	41.62
8	56	79.18
8	57	59.38
8	58	46.98
8	59	42.1
8	60	64.75
8	61	36.41
8	62	41.97
8	63	37.28
9	10	31.99
9	11	28.2
9	12	27.44
9	13	31.17
9	14	60.54
9	15	50.61
9	16	68.36
9	17	55.94
9	18	40.96
9	19	47.4
9	20	53.91
9	21	52.29
9	22	55.64
9	23	65.9
9	24	64.04
9	25	80.35
9	26	70
9	27	70.54
9	28	60.16
9	29	43.87
9	30	48.05
9	31	70.13
9	32	103.04
9	33	67.26
9	34	76.73
9	35	76.09
9	36	74.03
9	37	55.44
9	38	68
9	39	76.23
9	40	77.68
9	41	74.09
9	42	78.85
9	43	75.93
9	44	73.36
9	45	80.61
9	46	98.13
9	47	80.45
9	48	70.26
9	49	110.97
9	50	79.58
9	51	100.55
9	52	94.3
9	53	77.61
9	54	62.19
9	55	32.26
9	56	68.24
9	57	54.56
9	58	36.26
9	59	31.74
9	60	48.56
9	61	27.06
9	62	30.62
9	63	82.24
10	11	33.06
10	12	31.49
10	13	35.21
10	14	63.57
